cp_eval,white_elo,black_elo,ply,phase,time_control,tc_bucket,clock_remaining,white_clock,black_clock,side_to_move,result,game_id
51.1,1220,1151,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01002
175.9,1931,1964,28,middlegame,600+0,rapid,,,,white,0.5,synthetic-01003
132.6,1234,1231,16,opening,600+0,rapid,,,,white,0.5,synthetic-01004
5.8,833,778,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01005
308.4,1730,1723,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01006
374.5,1324,1374,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01007
-288.8,1429,1432,61,endgame,600+0,rapid,,,,white,0.5,synthetic-01008
171.7,1999,1949,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01009
-43.7,2436,2378,64,endgame,600+0,rapid,,,,white,0.5,synthetic-01010
66.1,2465,2386,76,endgame,600+0,rapid,,,,white,0.0,synthetic-01011
-343.9,1340,1280,66,endgame,600+0,rapid,,,,white,0.0,synthetic-01012
-338.0,2570,2595,60,endgame,600+0,rapid,,,,white,0.0,synthetic-01013
-17.0,1775,1792,10,opening,600+0,rapid,,,,white,0.0,synthetic-01014
22.9,2509,2514,62,endgame,600+0,rapid,,,,white,0.5,synthetic-01015
295.1,1214,1179,76,endgame,600+0,rapid,,,,white,1.0,synthetic-01016
-57.8,2391,2361,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-01017
-146.5,1770,1808,27,middlegame,600+0,rapid,,,,white,0.0,synthetic-01018
231.6,1677,1754,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01019
-54.0,1232,1269,28,middlegame,600+0,rapid,,,,white,1.0,synthetic-01020
-553.4,1282,1206,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-01021
-29.9,2606,2527,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01022
228.2,1091,1045,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01023
255.0,2300,2284,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01024
-432.3,1940,1875,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01025
233.4,1158,1229,56,middlegame,600+0,rapid,,,,white,1.0,synthetic-01026
142.5,1310,1282,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01027
-98.0,2417,2445,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-01028
78.3,1927,1909,57,middlegame,600+0,rapid,,,,white,0.5,synthetic-01029
-369.7,1772,1724,17,opening,600+0,rapid,,,,white,0.0,synthetic-01030
-79.9,1057,1095,36,middlegame,600+0,rapid,,,,white,0.0,synthetic-01031
-43.2,2013,1945,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01032
-317.0,2082,2035,68,endgame,600+0,rapid,,,,white,0.0,synthetic-01033
17.0,821,869,78,endgame,600+0,rapid,,,,white,0.5,synthetic-01034
-48.2,1774,1838,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01035
61.8,1532,1563,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-01036
271.4,1735,1740,20,opening,600+0,rapid,,,,white,0.0,synthetic-01037
-124.4,2321,2285,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01038
194.6,929,856,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01039
-93.9,2624,2562,38,middlegame,600+0,rapid,,,,white,0.0,synthetic-01040
-108.8,2487,2458,12,opening,600+0,rapid,,,,white,1.0,synthetic-01041
2.7,1019,1016,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01042
-264.0,2329,2282,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01043
-269.1,2436,2362,11,opening,600+0,rapid,,,,white,0.0,synthetic-01044
-199.9,1412,1416,79,endgame,600+0,rapid,,,,white,0.0,synthetic-01045
294.5,2124,2065,31,middlegame,600+0,rapid,,,,white,1.0,synthetic-01046
-179.4,2237,2211,69,endgame,600+0,rapid,,,,white,0.5,synthetic-01047
-335.8,1230,1177,9,opening,600+0,rapid,,,,white,0.0,synthetic-01048
-343.8,1458,1484,34,middlegame,600+0,rapid,,,,white,0.0,synthetic-01049
43.5,1628,1618,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01050
-213.6,1051,1123,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01051
89.3,2298,2353,23,middlegame,600+0,rapid,,,,white,0.5,synthetic-01052
147.6,2301,2351,28,middlegame,600+0,rapid,,,,white,0.0,synthetic-01053
194.3,1450,1511,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01054
-228.6,876,939,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01055
87.3,2581,2510,31,middlegame,600+0,rapid,,,,white,0.0,synthetic-01056
51.9,1255,1261,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-01057
170.0,1369,1344,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01058
-273.9,2207,2137,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-01059
40.4,1426,1359,58,middlegame,600+0,rapid,,,,white,0.5,synthetic-01060
123.7,1619,1689,10,opening,600+0,rapid,,,,white,1.0,synthetic-01061
-128.2,1333,1281,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01062
61.9,913,962,56,middlegame,600+0,rapid,,,,white,0.5,synthetic-01063
-57.0,1585,1589,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01064
369.2,1578,1560,12,opening,600+0,rapid,,,,white,1.0,synthetic-01065
-162.1,2334,2319,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01066
30.3,793,834,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01067
10.8,2221,2220,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01068
-605.9,1278,1199,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01069
-243.8,866,911,42,middlegame,600+0,rapid,,,,white,0.0,synthetic-01070
317.3,1955,1906,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01071
245.4,1227,1161,23,middlegame,600+0,rapid,,,,white,1.0,synthetic-01072
163.9,2279,2226,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-01073
-56.3,2079,2090,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-01074
160.6,2472,2450,14,opening,600+0,rapid,,,,white,1.0,synthetic-01075
-282.8,2384,2333,25,middlegame,600+0,rapid,,,,white,0.0,synthetic-01076
-80.5,971,930,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01077
164.8,1218,1277,21,middlegame,600+0,rapid,,,,white,0.5,synthetic-01078
480.5,2350,2362,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01079
232.6,1966,1955,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01080
241.0,2480,2445,34,middlegame,600+0,rapid,,,,white,1.0,synthetic-01081
-356.7,2446,2490,60,endgame,600+0,rapid,,,,white,0.5,synthetic-01082
0.7,2567,2538,77,endgame,600+0,rapid,,,,white,0.5,synthetic-01083
115.1,1363,1393,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01084
189.5,2177,2168,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01085
-173.8,2485,2516,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01086
-41.4,2034,2081,46,middlegame,600+0,rapid,,,,white,0.5,synthetic-01087
-150.5,2455,2534,11,opening,600+0,rapid,,,,white,1.0,synthetic-01088
-129.3,2452,2391,27,middlegame,600+0,rapid,,,,white,0.0,synthetic-01089
-36.7,994,914,18,opening,600+0,rapid,,,,white,1.0,synthetic-01090
90.9,2591,2542,48,middlegame,600+0,rapid,,,,white,0.5,synthetic-01091
-42.7,1427,1374,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01092
-34.6,2103,2119,11,opening,600+0,rapid,,,,white,0.0,synthetic-01093
-113.0,1218,1241,11,opening,600+0,rapid,,,,white,0.5,synthetic-01094
235.0,1319,1246,35,middlegame,600+0,rapid,,,,white,0.5,synthetic-01095
398.3,2293,2348,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01096
-37.4,1209,1283,65,endgame,600+0,rapid,,,,white,1.0,synthetic-01097
55.7,2442,2499,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01098
340.0,1978,1978,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01099
233.3,1639,1676,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01100
49.9,1275,1243,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01101
76.3,1283,1303,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-01102
64.8,2058,2007,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-01103
270.1,2362,2338,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01104
-9.0,1182,1175,20,opening,600+0,rapid,,,,white,0.0,synthetic-01105
-122.3,2136,2117,10,opening,600+0,rapid,,,,white,1.0,synthetic-01106
309.5,823,891,37,middlegame,600+0,rapid,,,,white,0.5,synthetic-01107
275.2,2475,2487,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01108
-107.3,2094,2100,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01109
160.0,1780,1772,77,endgame,600+0,rapid,,,,white,1.0,synthetic-01110
-179.9,1219,1197,38,middlegame,600+0,rapid,,,,white,0.5,synthetic-01111
9.7,2567,2492,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01112
65.6,2526,2551,66,endgame,600+0,rapid,,,,white,0.5,synthetic-01113
270.2,1005,1059,22,middlegame,600+0,rapid,,,,white,0.5,synthetic-01114
65.8,2630,2558,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01115
295.2,2101,2134,18,opening,600+0,rapid,,,,white,1.0,synthetic-01116
-74.8,1662,1590,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-01117
133.8,2352,2383,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-01118
102.6,1458,1485,73,endgame,600+0,rapid,,,,white,1.0,synthetic-01119
-149.3,2131,2202,15,opening,600+0,rapid,,,,white,0.5,synthetic-01120
142.9,835,766,24,middlegame,600+0,rapid,,,,white,0.0,synthetic-01121
-126.6,1215,1205,44,middlegame,600+0,rapid,,,,white,0.0,synthetic-01122
-32.0,2433,2485,12,opening,600+0,rapid,,,,white,0.5,synthetic-01123
375.2,2583,2583,53,middlegame,600+0,rapid,,,,white,1.0,synthetic-01124
-326.4,992,1039,27,middlegame,600+0,rapid,,,,white,0.5,synthetic-01125
-154.5,1302,1305,67,endgame,600+0,rapid,,,,white,1.0,synthetic-01126
53.6,1692,1630,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01127
-123.9,1540,1461,63,endgame,600+0,rapid,,,,white,0.0,synthetic-01128
174.6,1471,1486,14,opening,600+0,rapid,,,,white,1.0,synthetic-01129
272.4,1262,1258,60,endgame,600+0,rapid,,,,white,0.0,synthetic-01130
88.9,1954,1885,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01131
220.2,2372,2441,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01132
44.7,2293,2357,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01133
104.2,2168,2137,64,endgame,600+0,rapid,,,,white,0.0,synthetic-01134
-157.8,2273,2291,76,endgame,600+0,rapid,,,,white,0.0,synthetic-01135
-369.6,2550,2606,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-01136
-171.9,1030,1061,72,endgame,600+0,rapid,,,,white,0.0,synthetic-01137
205.3,1428,1399,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-01138
-94.5,1656,1718,40,middlegame,600+0,rapid,,,,white,1.0,synthetic-01139
126.5,1268,1328,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01140
-77.9,1235,1163,13,opening,600+0,rapid,,,,white,1.0,synthetic-01141
98.2,2563,2560,58,middlegame,600+0,rapid,,,,white,1.0,synthetic-01142
272.4,1620,1668,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01143
292.4,2100,2030,42,middlegame,600+0,rapid,,,,white,1.0,synthetic-01144
277.8,1337,1401,36,middlegame,600+0,rapid,,,,white,1.0,synthetic-01145
-295.9,1665,1717,11,opening,600+0,rapid,,,,white,0.0,synthetic-01146
76.6,1204,1253,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01147
77.3,2182,2213,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01148
-313.1,1975,1913,70,endgame,600+0,rapid,,,,white,0.0,synthetic-01149
-371.7,2464,2442,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-01150
-232.8,2007,2063,38,middlegame,600+0,rapid,,,,white,0.0,synthetic-01151
-143.5,849,839,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-01152
-220.9,1680,1638,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-01153
94.5,1574,1516,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01154
34.8,2317,2278,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01155
182.4,1845,1883,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-01156
-451.2,2003,1955,35,middlegame,600+0,rapid,,,,white,0.0,synthetic-01157
-230.2,2253,2311,27,middlegame,600+0,rapid,,,,white,0.0,synthetic-01158
78.6,965,926,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-01159
-138.3,2334,2305,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01160
498.8,1894,1971,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01161
207.2,1027,1095,13,opening,600+0,rapid,,,,white,1.0,synthetic-01162
226.1,1619,1584,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01163
107.8,2307,2374,66,endgame,600+0,rapid,,,,white,0.0,synthetic-01164
-149.4,1948,1941,36,middlegame,600+0,rapid,,,,white,0.5,synthetic-01165
-39.7,911,848,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-01166
250.1,1988,1923,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01167
354.4,2544,2503,20,opening,600+0,rapid,,,,white,1.0,synthetic-01168
-108.4,2522,2601,16,opening,600+0,rapid,,,,white,0.0,synthetic-01169
128.5,1944,1993,60,endgame,600+0,rapid,,,,white,1.0,synthetic-01170
186.3,955,940,57,middlegame,600+0,rapid,,,,white,1.0,synthetic-01171
70.4,1007,1035,12,opening,600+0,rapid,,,,white,1.0,synthetic-01172
35.8,2217,2270,53,middlegame,600+0,rapid,,,,white,1.0,synthetic-01173
-144.9,1308,1316,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-01174
72.7,962,975,74,endgame,600+0,rapid,,,,white,0.5,synthetic-01175
-154.8,1620,1614,20,opening,600+0,rapid,,,,white,1.0,synthetic-01176
-24.5,804,859,14,opening,600+0,rapid,,,,white,0.0,synthetic-01177
64.2,956,952,58,middlegame,600+0,rapid,,,,white,0.5,synthetic-01178
-183.0,2069,2032,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01179
-190.8,1533,1563,71,endgame,600+0,rapid,,,,white,0.0,synthetic-01180
-652.5,2065,2126,40,middlegame,600+0,rapid,,,,white,0.0,synthetic-01181
66.2,1219,1198,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01182
389.0,1358,1303,69,endgame,600+0,rapid,,,,white,0.5,synthetic-01183
135.1,1935,1896,8,opening,600+0,rapid,,,,white,0.5,synthetic-01184
-108.6,2060,2081,35,middlegame,600+0,rapid,,,,white,1.0,synthetic-01185
-191.2,855,865,19,opening,600+0,rapid,,,,white,1.0,synthetic-01186
123.5,1020,1047,16,opening,600+0,rapid,,,,white,1.0,synthetic-01187
134.8,1724,1787,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01188
40.9,823,887,73,endgame,600+0,rapid,,,,white,0.5,synthetic-01189
166.2,1837,1788,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01190
280.4,2393,2377,73,endgame,600+0,rapid,,,,white,0.0,synthetic-01191
99.5,1910,1845,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-01192
77.4,781,855,41,middlegame,600+0,rapid,,,,white,1.0,synthetic-01193
61.3,1263,1265,79,endgame,600+0,rapid,,,,white,0.0,synthetic-01194
-166.4,1582,1589,36,middlegame,600+0,rapid,,,,white,0.0,synthetic-01195
-145.6,1864,1877,80,endgame,600+0,rapid,,,,white,0.0,synthetic-01196
82.3,1249,1224,72,endgame,600+0,rapid,,,,white,0.5,synthetic-01197
-139.7,1984,2061,63,endgame,600+0,rapid,,,,white,0.5,synthetic-01198
92.3,1026,967,63,endgame,600+0,rapid,,,,white,0.0,synthetic-01199
628.5,2353,2389,27,middlegame,600+0,rapid,,,,white,1.0,synthetic-01200
-130.6,1892,1970,48,middlegame,600+0,rapid,,,,white,1.0,synthetic-01201
-262.0,2352,2374,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01202
54.3,931,888,66,endgame,600+0,rapid,,,,white,0.5,synthetic-01203
-425.8,2600,2584,22,middlegame,600+0,rapid,,,,white,0.0,synthetic-01204
-201.2,1928,1962,78,endgame,600+0,rapid,,,,white,0.0,synthetic-01205
-113.1,2188,2148,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01206
77.2,1603,1563,71,endgame,600+0,rapid,,,,white,0.5,synthetic-01207
10.6,1197,1140,73,endgame,600+0,rapid,,,,white,0.5,synthetic-01208
-39.5,1346,1361,56,middlegame,600+0,rapid,,,,white,0.0,synthetic-01209
-35.6,2487,2451,9,opening,600+0,rapid,,,,white,1.0,synthetic-01210
-242.9,915,896,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01211
42.8,985,1012,55,middlegame,600+0,rapid,,,,white,0.5,synthetic-01212
221.4,1052,1077,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01213
-214.2,1977,1916,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-01214
131.1,2403,2440,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01215
73.5,2270,2201,50,middlegame,600+0,rapid,,,,white,1.0,synthetic-01216
-25.6,2500,2480,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01217
162.6,1929,1965,21,middlegame,600+0,rapid,,,,white,1.0,synthetic-01218
-63.5,1270,1275,54,middlegame,600+0,rapid,,,,white,0.5,synthetic-01219
105.1,2496,2490,18,opening,600+0,rapid,,,,white,1.0,synthetic-01220
67.6,2328,2313,74,endgame,600+0,rapid,,,,white,0.0,synthetic-01221
-80.5,2629,2549,39,middlegame,600+0,rapid,,,,white,0.0,synthetic-01222
-271.3,1506,1440,50,middlegame,600+0,rapid,,,,white,0.0,synthetic-01223
-63.6,1092,1137,20,opening,600+0,rapid,,,,white,0.5,synthetic-01224
238.8,2042,1973,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-01225
-125.4,1073,1122,8,opening,600+0,rapid,,,,white,1.0,synthetic-01226
151.3,2041,2062,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01227
68.5,1370,1350,45,middlegame,600+0,rapid,,,,white,0.0,synthetic-01228
-141.2,1090,1099,23,middlegame,600+0,rapid,,,,white,0.0,synthetic-01229
160.4,2421,2394,67,endgame,600+0,rapid,,,,white,1.0,synthetic-01230
-233.0,2005,2015,69,endgame,600+0,rapid,,,,white,0.0,synthetic-01231
386.5,1615,1592,77,endgame,600+0,rapid,,,,white,1.0,synthetic-01232
-18.8,1355,1359,47,middlegame,600+0,rapid,,,,white,0.5,synthetic-01233
167.0,918,981,16,opening,600+0,rapid,,,,white,1.0,synthetic-01234
86.3,2400,2405,77,endgame,600+0,rapid,,,,white,0.5,synthetic-01235
235.4,1142,1100,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-01236
-103.9,1115,1085,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01237
60.9,1473,1538,50,middlegame,600+0,rapid,,,,white,0.5,synthetic-01238
95.0,2228,2169,47,middlegame,600+0,rapid,,,,white,1.0,synthetic-01239
-498.5,2292,2226,58,middlegame,600+0,rapid,,,,white,0.0,synthetic-01240
-296.1,1655,1645,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01241
-237.7,1809,1841,65,endgame,600+0,rapid,,,,white,0.0,synthetic-01242
-60.5,2038,2071,10,opening,600+0,rapid,,,,white,1.0,synthetic-01243
450.9,984,1011,20,opening,600+0,rapid,,,,white,1.0,synthetic-01244
565.2,2327,2332,25,middlegame,600+0,rapid,,,,white,1.0,synthetic-01245
-15.5,1593,1550,47,middlegame,600+0,rapid,,,,white,0.0,synthetic-01246
261.2,1838,1841,30,middlegame,600+0,rapid,,,,white,1.0,synthetic-01247
129.7,1983,2018,44,middlegame,600+0,rapid,,,,white,1.0,synthetic-01248
91.1,1284,1313,16,opening,600+0,rapid,,,,white,1.0,synthetic-01249
196.7,1824,1853,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01250
-5.0,2388,2440,32,middlegame,600+0,rapid,,,,white,0.5,synthetic-01251
29.4,1202,1232,33,middlegame,600+0,rapid,,,,white,1.0,synthetic-01252
62.4,2393,2357,71,endgame,600+0,rapid,,,,white,1.0,synthetic-01253
-330.7,941,989,38,middlegame,600+0,rapid,,,,white,0.0,synthetic-01254
419.7,2418,2418,29,middlegame,600+0,rapid,,,,white,1.0,synthetic-01255
165.8,1593,1641,62,endgame,600+0,rapid,,,,white,0.5,synthetic-01256
-258.7,1823,1824,73,endgame,600+0,rapid,,,,white,0.5,synthetic-01257
-61.5,1742,1686,29,middlegame,600+0,rapid,,,,white,0.0,synthetic-01258
-140.9,1379,1359,54,middlegame,600+0,rapid,,,,white,0.0,synthetic-01259
-147.6,1947,1959,61,endgame,600+0,rapid,,,,white,0.0,synthetic-01260
84.6,1736,1666,18,opening,600+0,rapid,,,,white,0.5,synthetic-01261
-66.7,833,804,49,middlegame,600+0,rapid,,,,white,0.5,synthetic-01262
10.1,2581,2559,44,middlegame,600+0,rapid,,,,white,0.5,synthetic-01263
-87.2,2201,2142,45,middlegame,600+0,rapid,,,,white,1.0,synthetic-01264
-16.7,2320,2258,19,opening,600+0,rapid,,,,white,0.0,synthetic-01265
261.8,976,965,12,opening,600+0,rapid,,,,white,1.0,synthetic-01266
56.8,804,864,62,endgame,600+0,rapid,,,,white,1.0,synthetic-01267
-17.9,1058,1014,34,middlegame,600+0,rapid,,,,white,0.5,synthetic-01268
-546.1,2195,2239,19,opening,600+0,rapid,,,,white,0.0,synthetic-01269
187.7,2370,2367,66,endgame,600+0,rapid,,,,white,0.5,synthetic-01270
-231.6,1866,1906,70,endgame,600+0,rapid,,,,white,1.0,synthetic-01271
236.6,2408,2381,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01272
92.0,1880,1835,13,opening,600+0,rapid,,,,white,0.0,synthetic-01273
5.5,1769,1848,24,middlegame,600+0,rapid,,,,white,1.0,synthetic-01274
328.9,929,992,29,middlegame,600+0,rapid,,,,white,0.5,synthetic-01275
-140.1,1476,1523,37,middlegame,600+0,rapid,,,,white,0.0,synthetic-01276
90.0,1640,1654,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01277
-411.9,1365,1304,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01278
415.8,1554,1533,44,middlegame,600+0,rapid,,,,white,1.0,synthetic-01279
129.9,2179,2127,51,middlegame,600+0,rapid,,,,white,1.0,synthetic-01280
460.4,2425,2408,12,opening,600+0,rapid,,,,white,1.0,synthetic-01281
395.5,1348,1297,79,endgame,600+0,rapid,,,,white,1.0,synthetic-01282
448.3,2304,2325,37,middlegame,600+0,rapid,,,,white,1.0,synthetic-01283
128.0,1773,1731,26,middlegame,600+0,rapid,,,,white,0.5,synthetic-01284
-256.8,2094,2078,15,opening,600+0,rapid,,,,white,0.0,synthetic-01285
-109.2,2328,2270,59,middlegame,600+0,rapid,,,,white,0.0,synthetic-01286
-219.8,1718,1778,48,middlegame,600+0,rapid,,,,white,0.0,synthetic-01287
253.0,1635,1706,53,middlegame,600+0,rapid,,,,white,0.0,synthetic-01288
295.9,1634,1609,8,opening,600+0,rapid,,,,white,1.0,synthetic-01289
-16.7,942,956,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01290
122.7,1803,1795,17,opening,600+0,rapid,,,,white,1.0,synthetic-01291
-13.7,1699,1645,74,endgame,600+0,rapid,,,,white,1.0,synthetic-01292
5.6,1099,1102,58,middlegame,600+0,rapid,,,,white,0.5,synthetic-01293
100.7,1146,1079,17,opening,600+0,rapid,,,,white,0.5,synthetic-01294
53.5,1155,1183,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01295
-407.5,1867,1839,49,middlegame,600+0,rapid,,,,white,0.0,synthetic-01296
-58.5,1974,1948,41,middlegame,600+0,rapid,,,,white,0.5,synthetic-01297
166.3,800,871,80,endgame,600+0,rapid,,,,white,1.0,synthetic-01298
-192.0,1464,1399,31,middlegame,600+0,rapid,,,,white,0.5,synthetic-01299
102.1,1723,1707,66,endgame,600+0,rapid,,,,white,1.0,synthetic-01300
172.6,1029,1066,23,middlegame,600+0,rapid,,,,white,1.0,synthetic-01301
-34.5,1960,2018,26,middlegame,600+0,rapid,,,,white,0.0,synthetic-01302
279.8,1168,1136,10,opening,600+0,rapid,,,,white,1.0,synthetic-01303
-239.9,1239,1289,21,middlegame,600+0,rapid,,,,white,0.0,synthetic-01304
-120.8,1966,1892,59,middlegame,600+0,rapid,,,,white,0.5,synthetic-01305
-125.4,1402,1426,70,endgame,600+0,rapid,,,,white,0.5,synthetic-01306
278.7,2356,2297,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01307
244.6,2346,2369,46,middlegame,600+0,rapid,,,,white,1.0,synthetic-01308
-249.5,2421,2462,11,opening,600+0,rapid,,,,white,0.0,synthetic-01309
-146.5,2248,2181,46,middlegame,600+0,rapid,,,,white,0.0,synthetic-01310
-48.1,1885,1922,52,middlegame,600+0,rapid,,,,white,0.0,synthetic-01311
-167.9,986,1007,36,middlegame,600+0,rapid,,,,white,0.0,synthetic-01312
251.5,2128,2069,10,opening,600+0,rapid,,,,white,1.0,synthetic-01313
-169.5,1708,1738,39,middlegame,600+0,rapid,,,,white,0.5,synthetic-01314
-22.3,2578,2528,77,endgame,600+0,rapid,,,,white,0.5,synthetic-01315
-130.8,1467,1496,76,endgame,600+0,rapid,,,,white,0.0,synthetic-01316
-218.4,2097,2022,51,middlegame,600+0,rapid,,,,white,0.0,synthetic-01317
355.3,2339,2273,18,opening,600+0,rapid,,,,white,1.0,synthetic-01318
474.3,1234,1288,78,endgame,600+0,rapid,,,,white,1.0,synthetic-01319
236.1,829,828,39,middlegame,600+0,rapid,,,,white,1.0,synthetic-01320
0.9,1476,1519,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01321
-25.5,1801,1740,72,endgame,600+0,rapid,,,,white,1.0,synthetic-01322
218.0,2196,2178,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-01323
256.8,1248,1218,57,middlegame,600+0,rapid,,,,white,0.0,synthetic-01324
-129.9,827,871,16,opening,600+0,rapid,,,,white,0.0,synthetic-01325
400.8,2258,2230,22,middlegame,600+0,rapid,,,,white,1.0,synthetic-01326
194.3,971,1035,33,middlegame,600+0,rapid,,,,white,0.0,synthetic-01327
167.0,2495,2516,43,middlegame,600+0,rapid,,,,white,0.0,synthetic-01328
89.5,2214,2180,43,middlegame,600+0,rapid,,,,white,1.0,synthetic-01329
439.4,2199,2266,69,endgame,600+0,rapid,,,,white,1.0,synthetic-01330
-314.1,1236,1221,8,opening,600+0,rapid,,,,white,0.0,synthetic-01331
80.8,1842,1873,67,endgame,600+0,rapid,,,,white,0.5,synthetic-01332
151.8,2222,2189,52,middlegame,600+0,rapid,,,,white,1.0,synthetic-01333
-111.8,1920,1875,73,endgame,600+0,rapid,,,,white,0.5,synthetic-01334
79.0,1714,1715,54,middlegame,600+0,rapid,,,,white,1.0,synthetic-01335
